Time,BlockedArrivalTime,BufferUtilizationMean,CraneManipulations,CraneUtilizationMean,DeliveredBlocks,HandoverUtilizationMean,LeadTimeMean,ServiceLevelMean,TardinessMean,TotalBlocksOnTime,UpstreamUtilizationMean
0,0.0,0.7083333333333334,0,0.0,0,0.0,0.0,0.0,0.0,35,0.0
1000,0.0,0.7083333333333334,0,1.0,0,0.0,0.0,0.0,0.0,35,1.0
2000,0.0,0.7083333333333334,0,1.0,0,0.0,0.0,0.0,0.0,35,1.0
3000,0.0,0.7083333333333334,0,1.0,0,0.0,0.0,0.0,0.0,35,1.0
4000,0.0,0.7058473296227684,1,1.0,0,0.0,0.0,0.0,0.0,35,1.0
5000,0.0,0.7058473296227684,1,1.0,0,0.0,0.0,0.0,0.0,35,1.0
6000,0.0,0.7001750207713333,1,1.0,0,0.0,0.0,0.0,0.0,35,1.0
7000,0.0,0.7001750207713333,1,1.0,0,0.0,0.0,0.0,0.0,35,1.0
8000,0.0,0.7017760479191397,1,0.8722085317711529,0,0.0,0.0,0.0,0.0,35,1.0
9000,0.0,0.7017760479191397,1,0.8463546101358352,0,0.0,0.0,0.0,0.0,35,1.0
10000,0.0,0.7035187407520473,2,0.86224090640445,0,0.0,0.0,0.0,0.0,35,1.0
11000,0.0,0.7023598447777466,2,0.8751498901140834,0,0.0,0.0,0.0,0.0,35,1.0
12000,0.0,0.7023598447777466,2,0.8858468344402441,0,0.0,0.0,0.0,0.0,35,1.0
13000,0.0,0.7001877087563886,2,0.8948554408149515,0,0.0,0.0,0.0,0.0,35,1.0
14000,0.0,0.7008305806388335,2,0.8370625118580952,0,0.0,0.0,0.0,0.0,35,1.0
15000,0.0,0.7008305806388335,2,0.8303303470426,0,0.0,0.0,0.0,0.0,35,1.0
16000,0.0,0.7020832354255094,3,0.8411569379877676,0,0.0,0.0,0.0,0.0,35,1.0
17000,0.0,0.7013009448508299,3,0.8506847199498822,0,0.0,0.0,0.0,0.0,35,1.0
18000,0.0,0.7013009448508299,3,0.8591341842297331,0,0.0,0.0,0.0,0.0,35,1.0
19000,0.0,0.7013009448508299,3,0.8666785863942212,0,0.0,0.0,0.0,0.0,35,1.0
20000,0.0,0.6990763064851898,3,0.8734559523692664,0,0.0,0.0,0.0,0.0,35,1.0
21000,0.0,0.6995267717124058,3,0.87140436378224,0,0.0,0.0,0.0,0.0,35,1.0
22000,0.0,0.6995267717124058,3,0.8637195914534601,0,0.0,0.0,0.0,0.0,35,1.0
23000,0.0,0.6995267717124058,3,0.8697306626925496,0,0.0,0.0,0.0,0.0,35,1.0
24000,0.0,0.6995267717124058,3,0.8752338612537269,0,0.0,0.0,0.0,0.0,35,1.0
25000,0.0,0.7008950859864527,4,0.8802909431653183,0,0.0,0.0,0.0,0.0,35,1.0
26000,0.0,0.7003110720741562,4,0.8849540419769535,0,0.0,0.0,0.0,0.0,35,1.0
27000,0.0,0.7003110720741562,4,0.8892674726427875,0,0.0,0.0,0.0,0.0,35,1.0
28000,0.0,0.6996126728169381,4,0.8932691442704204,0,0.0,0.0,0.0,0.0,35,1.0
29000,0.0,0.6999344841144136,4,0.8732491352399961,0,0.0,0.0,0.0,0.0,35,1.0
30000,0.0,0.6999344841144136,4,0.8689109069218477,0,0.0,0.0,0.0,0.0,35,1.0
31000,0.0,0.6999344841144136,4,0.8731848682126543,0,0.0,0.0,0.0,0.0,35,1.0
32000,0.0,0.7007385259885421,5,0.8771889368772864,0,0.0,0.0,0.0,0.0,35,1.0
33000,0.0,0.7001635503103131,5,0.8809478952551151,0,0.0,0.0,0.0,0.0,35,1.0
34000,0.0,0.7001635503103131,5,0.8844835816777251,0,0.0,0.0,0.0,0.0,35,1.0
35000,0.0,0.7001635503103131,5,0.8878153150254005,0,0.0,0.0,0.0,0.0,35,1.0
36000,0.0,0.7001635503103131,5,0.8909602478727056,0,0.0,0.0,0.0,0.0,35,1.0
37000,0.0,0.6989046446230116,5,0.8939336618543308,1,1.0,990.363,1.0,0.0,35,1.0
38000,0.0,0.6989046446230116,5,0.8967492159876319,1,1.0,990.363,1.0,0.0,36,1.0
39000,0.0,0.6982296842945391,5,0.8901112741803844,1,1.0,990.363,1.0,0.0,36,1.0
40000,0.0,0.6982296842945391,5,0.8864093414690036,1,1.0,990.363,1.0,0.0,36,1.0
41000,0.0,0.6982296842945391,5,0.889202217794029,1,1.0,990.363,1.0,0.0,36,1.0
42000,0.0,0.6982296842945391,5,0.8918610518221515,1,0.9977481333317617,990.363,1.0,0.0,36,1.0
43000,0.0,0.6982296842945391,5,0.8943952673198832,1,0.9743525079438643,990.363,1.0,0.0,36,1.0
44000,0.0,0.6982296842945391,5,0.8968134249048264,1,0.9520289261005059,990.363,1.0,0.0,36,1.0
45000,0.0,0.6982296842945391,5,0.8991233186562197,1,0.9307053528084182,990.363,1.0,0.0,36,1.0
46000,0.0,0.6965365809649833,6,0.9013320600334898,1,0.9103160654573986,990.363,1.0,0.0,36,1.0
47000,0.0,0.6965365809649833,6,0.9034461510064079,1,0.8908009772052463,990.363,1.0,0.0,36,1.0
48000,0.0,0.6965365809649833,6,0.9054715479809989,1,0.8721050455665715,990.363,1.0,0.0,36,1.0
49000,0.0,0.696136786085478,6,0.9074137178449666,1,0.8541777539451175,990.363,1.0,0.0,36,1.0
50000,0.0,0.6958236548388351,6,0.9092776872431991,1,0.836972655824848,990.363,1.0,0.0,36,1.0
51000,0.0,0.6961038382256609,6,0.9100905733374416,1,0.8204469729595988,990.363,1.0,0.0,36,1.0
52000,0.0,0.6961038382256609,6,0.9055096406529192,1,0.8045612402425406,990.363,1.0,0.0,36,1.0
53000,0.0,0.6961038382256609,6,0.907303594458989,1,0.7892789910488337,990.363,1.0,0.0,36,1.0
54000,0.0,0.6961038382256609,6,0.9090306989486351,1,0.7745664777704029,990.363,1.0,0.0,36,1.0
55000,0.0,0.6969703504251287,7,0.9106946223530369,1,0.760392423034887,990.363,1.0,0.0,36,1.0
56000,0.0,0.6969703504251287,7,0.9122987693411047,1,0.7467277977488938,990.363,1.0,0.0,36,1.0
57000,0.0,0.6967221418136249,7,0.9138463042729624,1,0.7335456226508077,990.363,1.0,0.0,36,1.0
58000,0.0,0.6967221418136249,7,0.9153401720341996,1,0.7208207905184036,990.363,1.0,0.0,36,1.0
59000,0.0,0.6967221418136249,7,0.9167831167395241,1,0.708529906565939,990.363,1.0,0.0,36,1.0
