Time,BlockedArrivalTime,BufferUtilizationMean,CraneManipulations,CraneUtilizationMean,DeliveredBlocks,HandoverUtilizationMean,LeadTimeMean,ServiceLevelMean,TardinessMean,TotalBlocksOnTime,UpstreamUtilizationMean
0,0.0,0.7083333333333334,0,0.0,0,0.0,0.0,0.0,0.0,35,0.0
1000,0.0,0.7083333333333334,0,1.0,0,0.0,0.0,0.0,0.0,35,1.0
2000,0.0,0.7083333333333334,0,1.0,0,0.0,0.0,0.0,0.0,35,1.0
3000,0.0,0.7083333333333334,0,1.0,0,0.0,0.0,0.0,0.0,35,1.0
4000,0.0,0.7058606491496487,1,1.0,0,0.0,0.0,0.0,0.0,35,1.0
5000,0.0,0.7058606491496487,1,1.0,0,0.0,0.0,0.0,0.0,35,1.0
6000,0.0,0.7002052678307086,1,1.0,0,0.0,0.0,0.0,0.0,35,1.0
7000,0.0,0.7002052678307086,1,1.0,0,0.0,0.0,0.0,0.0,35,1.0
8000,0.0,0.7017956024208044,1,0.8746021833296173,0,0.0,0.0,0.0,0.0,35,1.0
9000,0.0,0.7017956024208044,1,0.857181891721886,0,0.0,0.0,0.0,0.0,35,1.0
10000,0.0,0.703480216111562,2,0.8719808187945921,0,0.0,0.0,0.0,0.0,35,1.0
11000,0.0,0.702315530706371,2,0.8840007538374607,0,0.0,0.0,0.0,0.0,35,1.0
12000,0.0,0.7001361697259092,2,0.8939572819936615,0,0.0,0.0,0.0,0.0,35,1.0
13000,0.0,0.7001361697259092,2,0.9023397266517235,0,0.0,0.0,0.0,0.0,35,1.0
14000,0.0,0.7007868775721121,2,0.8383499949796976,0,0.0,0.0,0.0,0.0,35,1.0
15000,0.0,0.7007868775721121,2,0.8292244265851795,0,0.0,0.0,0.0,0.0,35,1.0
16000,0.0,0.7020965706460092,3,0.8401362051193555,0,0.0,0.0,0.0,0.0,35,1.0
17000,0.0,0.701315145914588,3,0.8497373045170737,0,0.0,0.0,0.0,0.0,35,1.0
18000,0.0,0.701315145914588,3,0.858250495884785,0,0.0,0.0,0.0,0.0,35,1.0
19000,0.0,0.7004132765057218,3,0.8610313491836215,0,0.0,0.0,0.0,0.0,35,1.0
20000,0.0,0.7004132765057218,3,0.8531486091412365,0,0.0,0.0,0.0,0.0,35,1.0
21000,0.0,0.7004132765057218,3,0.8602598597294049,0,0.0,0.0,0.0,0.0,35,1.0
22000,0.0,0.7012867315779042,4,0.8667141992065079,0,0.0,0.0,0.0,0.0,35,1.0
23000,0.0,0.7005940769871268,4,0.8725986334702598,0,0.0,0.0,0.0,0.0,35,1.0
24000,0.0,0.6998946811388808,4,0.8779854531889162,0,0.0,0.0,0.0,0.0,35,1.0
25000,0.0,0.700165472465034,4,0.8596066440941544,0,0.0,0.0,0.0,0.0,35,1.0
26000,0.0,0.700165472465034,4,0.8531053409109578,0,0.0,0.0,0.0,0.0,35,1.0
27000,0.0,0.700165472465034,4,0.8586172173611675,0,0.0,0.0,0.0,0.0,35,1.0
28000,0.0,0.7010440914114879,5,0.8637304129819117,0,0.0,0.0,0.0,0.0,35,1.0
29000,0.0,0.7003751737621295,5,0.8684866736237356,0,0.0,0.0,0.0,0.0,35,1.0
30000,0.0,0.7003751737621295,5,0.872922113427843,0,0.0,0.0,0.0,0.0,35,1.0
31000,0.0,0.7003751737621295,5,0.8770681335217375,0,0.0,0.0,0.0,0.0,35,1.0
32000,0.0,0.7003751737621295,5,0.8809521665576987,0,0.0,0.0,0.0,0.0,35,1.0
33000,0.0,0.6989392777761749,5,0.8845982844318825,1,1.0,986.415,1.0,0.0,35,1.0
34000,0.0,0.6989392777761749,5,0.8880276976452448,1,1.0,986.415,1.0,0.0,35,1.0
35000,0.0,0.6981852162434444,5,0.8823626974028751,1,1.0,986.415,1.0,0.0,35,1.0
36000,0.0,0.6981852162434444,5,0.8792169919698172,1,1.0,986.415,1.0,0.0,35,1.0
37000,0.0,0.6981852162434444,5,0.8825125205822844,1,1.0,986.415,1.0,0.0,35,1.0
38000,0.0,0.6981852162434444,5,0.885632990572536,1,0.9988801625535272,986.415,1.0,0.0,36,1.0
39000,0.0,0.6970372426249373,6,0.8885919897309252,1,0.9729991522524726,986.415,1.0,0.0,36,1.0
40000,0.0,0.6970372426249373,6,0.8914017350942715,1,0.9484254254667319,986.415,1.0,0.0,36,1.0
41000,0.0,0.6956514532704123,6,0.8940732415478592,1,0.9250623732308495,986.415,1.0,0.0,36,1.0
42000,0.0,0.6948745472387848,6,0.8966164661393674,1,0.9028226769974317,986.415,1.0,0.0,36,1.0
43000,0.0,0.6947949754472452,6,0.8827198021293583,1,0.8816272180870346,986.415,1.0,0.0,36,1.0
44000,0.0,0.6947949754472452,6,0.879450435973441,1,0.8614041372306266,986.415,1.0,0.0,36,1.0
45000,0.0,0.6947949754472452,6,0.8821502796521855,1,0.8420880206449051,986.415,1.0,0.0,36,1.0
46000,0.0,0.6947949754472452,6,0.8847318403139912,1,0.8236191932144776,986.415,1.0,0.0,36,1.0
47000,0.0,0.6947949754472452,6,0.8872027244905065,1,0.8059431026902006,986.415,1.0,0.0,36,1.0
48000,0.0,0.694064869212359,7,0.8895699001874305,1,0.7890097815175688,986.415,1.0,0.0,36,1.0
49000,0.0,0.6938374750638181,7,0.8918397625081971,1,0.772773375112745,986.415,1.0,0.0,36,1.0
50000,0.0,0.6938374750638181,7,0.8940181913473954,1,0.7571917272076113,986.415,1.0,0.0,36,1.0
51000,0.0,0.693575765475208,7,0.8961106022499038,1,0.7422260143681543,986.415,1.0,0.0,36,1.0
52000,0.0,0.693575765475208,7,0.8981219913619619,1,0.7278404230147493,986.415,1.0,0.0,36,1.0
53000,0.0,0.6940230769612639,7,0.888293325239822,1,0.7140018632876693,986.415,1.0,0.0,36,1.0
54000,0.0,0.6940230769612639,7,0.8853208848745205,1,0.7006797149455042,986.415,1.0,0.0,36,1.0
55000,0.0,0.6940230769612639,7,0.8874192913750996,1,0.6878456011893359,986.415,1.0,0.0,36,1.0
56000,0.0,0.6940230769612639,7,0.8894422842210581,1,0.675473186896529,986.415,1.0,0.0,36,1.0
57000,0.0,0.6951172527846172,8,0.8913938570342903,1,0.6635379982450175,986.415,1.0,0.0,36,1.0
58000,0.0,0.6951172527846172,8,0.8932777263451184,1,0.6520172611283264,986.415,1.0,0.0,36,1.0
59000,0.0,0.6949314470063144,8,0.8950973552145317,1,0.6408897561165151,986.415,1.0,0.0,36,1.0
