Time,BlockedArrivalTime,BufferUtilizationMean,CraneManipulations,CraneUtilizationMean,DeliveredBlocks,HandoverUtilizationMean,LeadTimeMean,ServiceLevelMean,TardinessMean,TotalBlocksOnTime,UpstreamUtilizationMean
111000,87.9123861,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,13,0.20799652162162152
112000,88.91238610000002,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,13,0.20613940982142848
113000,89.91238610000002,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,13,0.20431516725663706
114000,90.9123861,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,13,0.2025229289473683
115000,91.91238610000002,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,13,0.2007618599999999
116000,92.91238610000002,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,13,0.19903115431034474
117000,93.91238610000002,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,13,0.19733003333333324
118000,94.91238610000002,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,13,0.19565774491525414
119000,95.9123861,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,13,0.19401356218487387
120000,96.9123861,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,13,0.19239678249999992
121000,97.9123861,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,13,0.1908067264462809
122000,98.9123861,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,12,0.18924273688524582
123000,99.91238610000002,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,12,0.1877041780487804
124000,100.91238610000002,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,12,0.18619043467741928
125000,101.9123861,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,12,0.18470091119999993
126000,102.9123861,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,12,0.1832350309523809
127000,103.9123861,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,12,0.1817922354330708
128000,104.9123861,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,0.0,12,0.18037198359374992
